option,type,file
HOTPLUG_PCI_ACPI_IBM,tristate,drivers/pci/hotplug/Kconfig
MFD_ARIZONA_SPI,tristate,drivers/mfd/Kconfig
NF_LOG_IPV6,tristate,net/ipv6/netfilter/Kconfig
SM_GCC_8250,tristate,drivers/clk/qcom/Kconfig
HNS3_HCLGE,tristate,drivers/net/ethernet/hisilicon/Kconfig
ATM_ENI_BURST_RX_4W,bool,drivers/atm/Kconfig
IDE_ATAPI,bool,drivers/ide/Kconfig
BTRFS_FS_REF_VERIFY,bool,fs/btrfs/Kconfig
MOST_SND,tristate,drivers/most/Kconfig
DE4X5,tristate,drivers/net/ethernet/dec/tulip/Kconfig
LEDS_IS31FL32XX,tristate,drivers/leds/Kconfig
BCM2711_THERMAL,tristate,drivers/thermal/broadcom/Kconfig
MMP_TDMA,tristate,drivers/dma/Kconfig
DRM_VC4,tristate,drivers/gpu/drm/vc4/Kconfig
DRM_RCAR_DU,tristate,drivers/gpu/drm/rcar-du/Kconfig
COMMON_CLK_PXA,bool,drivers/clk/Kconfig
DRM_EXYNOS_G2D,bool,drivers/gpu/drm/exynos/Kconfig
IEEE802154_SOCKET,tristate,net/ieee802154/Kconfig
TRACING_MAP,bool,kernel/trace/Kconfig
QCOM_A7PLL,tristate,drivers/clk/qcom/Kconfig
SND_SOC_UX500_PLAT_DMA,tristate,sound/soc/ux500/Kconfig
MFD_ATMEL_FLEXCOM,tristate,drivers/mfd/Kconfig
CRYPTO_RSA,tristate,crypto/Kconfig
DMA_DIRECT_REMAP,bool,kernel/dma/Kconfig
USB_GSPCA_STK1135,tristate,drivers/media/usb/gspca/Kconfig
8139TOO_8129,bool,drivers/net/ethernet/realtek/Kconfig
SND_HDA_INPUT_BEEP_MODE,integer,sound/pci/hda/Kconfig
VIRT_DRIVERS,bool,drivers/virt/Kconfig
MEDIA_HIDE_ANCILLARY_SUBDRV,bool,drivers/media/Kconfig
VALIDATE_FS_PARSER,bool,fs/Kconfig
SENSORS_LTC4222,tristate,drivers/hwmon/Kconfig
KEYBOARD_HIL,tristate,drivers/input/keyboard/Kconfig
CRYPTO_DEV_ATMEL_AES,tristate,drivers/crypto/Kconfig
PWM_BCM_IPROC,tristate,drivers/pwm/Kconfig
COMEDI_PCL724,tristate,drivers/comedi/Kconfig
BLK_DEV_IDEDMA_PCI,bool,drivers/ide/Kconfig
IP_VS_OVF,tristate,net/netfilter/ipvs/Kconfig
BT_HCIUART_INTEL,bool,drivers/bluetooth/Kconfig
KERNEL_LZO,bool,init/Kconfig
USB_OTG_DISABLE_EXTERNAL_HUB,bool,drivers/usb/core/Kconfig
IIO_TIGHTLOOP_TRIGGER,tristate,drivers/iio/trigger/Kconfig
BT_SELFTEST_ECDH,bool,net/bluetooth/Kconfig
IR_FINTEK,tristate,drivers/media/rc/Kconfig
GENERIC_IRQ_PROBE,bool,kernel/irq/Kconfig
SND_OPL4_LIB,tristate,sound/drivers/Kconfig
ATH6KL_USB,tristate,drivers/net/wireless/ath/ath6kl/Kconfig
FUSION_LOGGING,bool,drivers/message/fusion/Kconfig
ABP060MG,tristate,drivers/iio/pressure/Kconfig
USB_NET_CDC_EEM,tristate,drivers/net/usb/Kconfig
BLK_DEV_ALI14XX,tristate,drivers/ide/Kconfig
BRCM_TRACING,bool,drivers/net/wireless/broadcom/brcm80211/Kconfig
USB_STORAGE_SDDR09,tristate,drivers/usb/storage/Kconfig
GPIO_EXAR,tristate,drivers/gpio/Kconfig
COMPILE_TEST,bool,init/Kconfig
ARCH_INLINE_READ_UNLOCK_IRQ,bool,kernel/Kconfig.locks
HYPERV_STORAGE,tristate,drivers/scsi/Kconfig
IP_NF_MATCH_TTL,tristate,net/ipv4/netfilter/Kconfig
HAVE_CONTEXT_TRACKING_OFFSTACK,bool,arch/Kconfig
BCM6345_L1_IRQ,bool,drivers/irqchip/Kconfig
KEYBOARD_MCS,tristate,drivers/input/keyboard/Kconfig
ASYNC_RAID6_RECOV,tristate,crypto/async_tx/Kconfig
PWRSEQ_EMMC,tristate,drivers/mmc/core/Kconfig
SND_SOC_STA32X,tristate,sound/soc/codecs/Kconfig
ARM_SCMI_CPUFREQ,tristate,drivers/cpufreq/Kconfig.arm
SERIO_SA1111,tristate,drivers/input/serio/Kconfig
MENZ069_WATCHDOG,tristate,drivers/watchdog/Kconfig
GPIO_LOGICVC,tristate,drivers/gpio/Kconfig
PCI_HYPERV_INTERFACE,tristate,drivers/pci/controller/Kconfig
HAVE_MOVE_PUD,bool,arch/Kconfig
MCP_UCB1200_TS,tristate,drivers/mfd/Kconfig
SI7020,tristate,drivers/iio/humidity/Kconfig
SND_SOC_WM8782,tristate,sound/soc/codecs/Kconfig
VIDEOMODE_HELPERS,bool,drivers/video/Kconfig
NET_ACT_CTINFO,tristate,net/sched/Kconfig
CEPH_FS_SECURITY_LABEL,bool,fs/ceph/Kconfig
LEDS_IPAQ_MICRO,tristate,drivers/leds/Kconfig
QCOM_EMAC,tristate,drivers/net/ethernet/qualcomm/Kconfig
FTTMR010_TIMER,bool,drivers/clocksource/Kconfig
PINCTRL_TB10X,bool,drivers/pinctrl/Kconfig
CRYPTO_ACOMP2,tristate,crypto/Kconfig
FB_TFT_SSD1289,tristate,drivers/staging/fbtft/Kconfig
FB_TMIO,tristate,drivers/video/fbdev/Kconfig
PATA_CS5536,tristate,drivers/ata/Kconfig
PWM_LPSS_PLATFORM,tristate,drivers/pwm/Kconfig
FB_OLPC_DCON,tristate,drivers/staging/olpc_dcon/Kconfig
TI_AEMIF,tristate,drivers/memory/Kconfig
EDD_OFF,bool,drivers/firmware/Kconfig
SND_SOC_UDA134X,tristate,sound/soc/codecs/Kconfig
GART_IOMMU,bool,arch/x86/Kconfig
CHARGER_RT9455,tristate,drivers/power/supply/Kconfig
MOUSE_MAPLE,tristate,drivers/input/mouse/Kconfig
SCSI_SYM53C8XX_MAX_TAGS,integer,drivers/scsi/Kconfig
FB_CARMINE,tristate,drivers/video/fbdev/Kconfig
KEYBOARD_MTK_PMIC,tristate,drivers/input/keyboard/Kconfig
CW1200_WLAN_SPI,tristate,drivers/net/wireless/st/cw1200/Kconfig
MTD_NAND_ECC_SW_BCH,bool,drivers/mtd/nand/Kconfig
ARCH_INLINE_SPIN_UNLOCK_BH,bool,kernel/Kconfig.locks
GPIO_BT8XX,tristate,drivers/gpio/Kconfig
VIDEO_OV13858,tristate,drivers/media/i2c/Kconfig
NFTL,tristate,drivers/mtd/Kconfig
TI_ADS131E08,tristate,drivers/iio/adc/Kconfig
KEYBOARD_ADC,tristate,drivers/input/keyboard/Kconfig
BRIDGE_MRP,bool,net/bridge/Kconfig
PCI_MMCONFIG,bool,arch/x86/Kconfig
VSOCKMON,tristate,drivers/net/Kconfig
PM_TRACE,bool,kernel/power/Kconfig
ARCH_HAS_SETUP_DMA_OPS,bool,kernel/dma/Kconfig
SND_SOC_STA350,tristate,sound/soc/codecs/Kconfig
VIDEO_OV7251,tristate,drivers/media/i2c/Kconfig
SCSI_AM53C974,tristate,drivers/scsi/Kconfig
NETFILTER_XT_TARGET_TRACE,tristate,net/netfilter/Kconfig
HVC_IRQ,bool,drivers/tty/hvc/Kconfig
MMC_SDHCI_SPRD,tristate,drivers/mmc/host/Kconfig
HAVE_ARCH_KASAN_VMALLOC,bool,lib/Kconfig.kasan
IAQCORE,tristate,drivers/iio/chemical/Kconfig
SND_SOC_SOF_DEVELOPER_SUPPORT,bool,sound/soc/sof/Kconfig
SERIAL_8250_ASPEED_VUART,tristate,drivers/tty/serial/8250/Kconfig
IWLWIFI_DEVICE_TRACING,bool,drivers/net/wireless/intel/iwlwifi/Kconfig
PANEL_LCD,integer,drivers/auxdisplay/Kconfig
RENESAS_INTC_IRQPIN,bool,drivers/irqchip/Kconfig
TOUCHSCREEN_CHIPONE_ICN8505,tristate,drivers/input/touchscreen/Kconfig
BCM63XX_PHY,tristate,drivers/net/phy/Kconfig
MDIO_OCTEON,tristate,drivers/net/mdio/Kconfig
PCI_V3_SEMI,bool,drivers/pci/controller/Kconfig
MODULE_COMPRESS_XZ,bool,init/Kconfig
ATM_ZATM,tristate,drivers/atm/Kconfig
ACPI_NFIT,tristate,drivers/acpi/nfit/Kconfig
USB_GADGETFS,tristate,drivers/usb/gadget/legacy/Kconfig
CPU_FREQ_DEFAULT_GOV_ONDEMAND,bool,drivers/cpufreq/Kconfig
SND_SOC_NAU8810,tristate,sound/soc/codecs/Kconfig
SND_RME32,tristate,sound/pci/Kconfig
SUNXI_MBUS,bool,drivers/soc/sunxi/Kconfig
COMMON_CLK_MT2712_MFGCFG,bool,drivers/clk/mediatek/Kconfig
PROC_KCORE,bool,fs/proc/Kconfig
DTB_GNUBEE2,bool,drivers/staging/mt7621-dts/Kconfig
MTD_NAND_ROCKCHIP,tristate,drivers/mtd/nand/raw/Kconfig
RETPOLINE,bool,arch/x86/Kconfig
RTC_DRV_X1205,tristate,drivers/rtc/Kconfig
SND_SOC_SAMSUNG_SMDK_WM8994,tristate,sound/soc/samsung/Kconfig
MOST_DIM2,tristate,drivers/staging/most/dim2/Kconfig
MTD_MAP_BANK_WIDTH_1,bool,drivers/mtd/chips/Kconfig
PINCTRL_PFC_R8A77951,bool,drivers/pinctrl/renesas/Kconfig
XILINX_INTC,bool,drivers/irqchip/Kconfig
LPC_ICH,tristate,drivers/mfd/Kconfig
NUMA,bool,arch/x86/Kconfig
IP6_NF_MATCH_FRAG,tristate,net/ipv6/netfilter/Kconfig
PCI_HOST_THUNDER_PEM,bool,drivers/pci/controller/Kconfig
APM_EMULATION,tristate,kernel/power/Kconfig
PINCTRL_TEGRA114,bool,drivers/pinctrl/tegra/Kconfig
OVERLAY_FS_INDEX,bool,fs/overlayfs/Kconfig
HDC100X,tristate,drivers/iio/humidity/Kconfig
LEDS_MT6323,tristate,drivers/leds/Kconfig
USB_SERIAL_CYBERJACK,tristate,drivers/usb/serial/Kconfig
ARCH_R8A77951,bool,drivers/soc/renesas/Kconfig
NET_SCH_PRIO,tristate,net/sched/Kconfig
BLK_DEV_SC1200,tristate,drivers/ide/Kconfig
ANDROID_BINDER_DEVICES,string,drivers/android/Kconfig
JSA1212,tristate,drivers/iio/light/Kconfig
PINCTRL_PFC_R8A77990,bool,drivers/pinctrl/renesas/Kconfig
SCHED_HRTICK,bool,kernel/Kconfig.hz
SND_SOC_SOF_IMX_OF,tristate,sound/soc/sof/imx/Kconfig
TOUCHSCREEN_EXC3000,tristate,drivers/input/touchscreen/Kconfig
SATA_ULI,tristate,drivers/ata/Kconfig
DRM_I915_GVT,bool,drivers/gpu/drm/i915/Kconfig
DVB_DRXK,tristate,drivers/media/dvb-frontends/Kconfig
CONSTRUCTORS,bool,init/Kconfig
MMA7455_SPI,tristate,drivers/iio/accel/Kconfig
USB_SERIAL_IUU,tristate,drivers/usb/serial/Kconfig
DRM_PANEL_NOVATEK_NT39016,tristate,drivers/gpu/drm/panel/Kconfig
VIDEO_GO7007_USB_S2250_BOARD,tristate,drivers/media/usb/go7007/Kconfig
EPOLL,bool,init/Kconfig
FB_MATROX_G,bool,drivers/video/fbdev/Kconfig
SCSI_AIC79XX,tristate,drivers/scsi/aic7xxx/Kconfig.aic79xx
NET_IFE,tristate,net/ife/Kconfig
RADIO_MAXIRADIO,tristate,drivers/media/radio/Kconfig
CRYPTO_LZO,tristate,crypto/Kconfig
GENERIC_IRQ_MULTI_HANDLER,bool,kernel/irq/Kconfig
SND_PCM,tristate,sound/core/Kconfig
CRYPTO_TWOFISH_AVX_X86_64,tristate,crypto/Kconfig
INTERCONNECT_QCOM_SDX55,tristate,drivers/interconnect/qcom/Kconfig
FSI_SBEFIFO,tristate,drivers/fsi/Kconfig
IRQ_MIPS_CPU,bool,drivers/irqchip/Kconfig
SND_SOC_RT711,tristate,sound/soc/codecs/Kconfig
SND_SOC_SOF_CANNONLAKE,tristate,sound/soc/sof/intel/Kconfig
SND_SOC_AK4458,tristate,sound/soc/codecs/Kconfig
DRM_MSM_GPU_SUDO,bool,drivers/gpu/drm/msm/Kconfig
REGULATOR_HI6421V530,tristate,drivers/regulator/Kconfig
TCM_USER2,tristate,drivers/target/Kconfig
COMEDI_DEFAULT_BUF_MAXSIZE_KB,integer,drivers/comedi/Kconfig
BRIDGE_EBT_SNAT,tristate,net/bridge/netfilter/Kconfig
PWM_SPEAR,tristate,drivers/pwm/Kconfig
WARN_ALL_UNSEEDED_RANDOM,bool,lib/Kconfig.debug
SATA_MOBILE_LPM_POLICY,integer,drivers/ata/Kconfig
SCSI_MVSAS_TASKLET,bool,drivers/scsi/mvsas/Kconfig
CRYPTO_CRCT10DIF_VPMSUM,tristate,crypto/Kconfig
PHY_HISI_INNO_USB2,tristate,drivers/phy/hisilicon/Kconfig
SURFACE_ACPI_NOTIFY,tristate,drivers/platform/surface/Kconfig
SPI_SLAVE_MT27XX,tristate,drivers/spi/Kconfig
TCG_TIS_ST33ZP24_SPI,tristate,drivers/char/tpm/st33zp24/Kconfig
SND_AU8820,tristate,sound/pci/Kconfig
RAPIDIO,tristate,drivers/rapidio/Kconfig
EVENT_TRACE_TEST_SYSCALLS,bool,kernel/trace/Kconfig
INFINIBAND_OCRDMA,tristate,drivers/infiniband/hw/ocrdma/Kconfig
M54xx_WATCHDOG,tristate,drivers/watchdog/Kconfig
SPI_MESON_SPICC,tristate,drivers/spi/Kconfig
STATIC_CALL_SELFTEST,bool,arch/Kconfig
DRM_EXYNOS_MIC,bool,drivers/gpu/drm/exynos/Kconfig
LTC2496,tristate,drivers/iio/adc/Kconfig
DA280,tristate,drivers/iio/accel/Kconfig
VIDEO_ATOMISP_GC2235,tristate,drivers/staging/media/atomisp/i2c/Kconfig
SND_SEQ_MIDI_EVENT,tristate,sound/core/seq/Kconfig
VIRTIO_FS,tristate,fs/fuse/Kconfig
SND_SOC_ES7134,tristate,sound/soc/codecs/Kconfig
PINCTRL_MT8173,bool,drivers/pinctrl/mediatek/Kconfig
OMAP2_DSS_VENC,bool,drivers/gpu/drm/omapdrm/Kconfig
VIDEO_DT3155,tristate,drivers/media/pci/dt3155/Kconfig
PATA_FTIDE010,tristate,drivers/ata/Kconfig
DRM_STM,tristate,drivers/gpu/drm/stm/Kconfig
KCSAN_KCOV_BROKEN,bool,lib/Kconfig.kcsan
CLK_GFM_LPASS_SM8250,tristate,drivers/clk/qcom/Kconfig
SDIO_UART,tristate,drivers/mmc/core/Kconfig
DVB_USB_DEBUG,bool,drivers/media/usb/dvb-usb/Kconfig
OF_RECONFIG_NOTIFIER_ERROR_INJECT,tristate,lib/Kconfig.debug
PHY_MTK_XSPHY,tristate,drivers/phy/mediatek/Kconfig
SND_SOC_TEGRA_WM8753,tristate,sound/soc/tegra/Kconfig
PINCTRL_FALCON,bool,drivers/pinctrl/Kconfig
NFC_MRVL_SPI,tristate,drivers/nfc/nfcmrvl/Kconfig
KVM_COMPAT,bool,virt/kvm/Kconfig
PARTITION_ADVANCED,bool,block/partitions/Kconfig
FAILOVER,tristate,net/Kconfig
CLK_R8A77961,bool,drivers/clk/renesas/Kconfig
EZX_PCAP,bool,drivers/mfd/Kconfig
USB_MTU3_DEBUG,bool,drivers/usb/mtu3/Kconfig
SENSORS_SCH56XX_COMMON,tristate,drivers/hwmon/Kconfig
INTERCONNECT_QCOM_RPMH,tristate,drivers/interconnect/qcom/Kconfig
NETFILTER_XT_MATCH_DCCP,tristate,net/netfilter/Kconfig
ICPLUS_PHY,tristate,drivers/net/phy/Kconfig
ARM_CCI400_COMMON,bool,drivers/bus/Kconfig
CEC_CH7322,tristate,drivers/media/cec/i2c/Kconfig
PMAC_RACKMETER,tristate,drivers/macintosh/Kconfig
CGROUP_HUGETLB,bool,init/Kconfig
DEBUG_SECTION_MISMATCH,bool,lib/Kconfig.debug
UNIXWARE_DISKLABEL,bool,block/partitions/Kconfig
MPENTIUMIII,bool,arch/x86/Kconfig.cpu
SPMI_PMIC_CLKDIV,tristate,drivers/clk/qcom/Kconfig
UV_SYSFS,tristate,drivers/platform/x86/Kconfig
SCTP_DEFAULT_COOKIE_HMAC_SHA1,bool,net/sctp/Kconfig
USB_U_ETHER,tristate,drivers/usb/gadget/Kconfig
USB_DWC3_GADGET,bool,drivers/usb/dwc3/Kconfig
X86_NUMACHIP,bool,arch/x86/Kconfig
COMEDI_USBDUXFAST,tristate,drivers/comedi/Kconfig
SND_SOC_WM8971,tristate,sound/soc/codecs/Kconfig
PINCTRL_SM8350,tristate,drivers/pinctrl/qcom/Kconfig
PINCTRL_MESON8,bool,drivers/pinctrl/meson/Kconfig
REGULATOR_LP872X,tristate,drivers/regulator/Kconfig
EXTCON_AXP288,tristate,drivers/extcon/Kconfig
RT2X00_DEBUG,bool,drivers/net/wireless/ralink/rt2x00/Kconfig
BT_BNEP_MC_FILTER,bool,net/bluetooth/bnep/Kconfig
CRYPTO_CRC32,tristate,crypto/Kconfig
SCSI_ISCSI_ATTRS,tristate,drivers/scsi/Kconfig
FTM_QUADDEC,tristate,drivers/counter/Kconfig
MTD_NAND_DENALI,tristate,drivers/mtd/nand/raw/Kconfig
IO_MAPPING,bool,mm/Kconfig
AG71XX,tristate,drivers/net/ethernet/atheros/Kconfig
USB_SERIAL_EMPEG,tristate,drivers/usb/serial/Kconfig
DRM_TOSHIBA_TC358762,tristate,drivers/gpu/drm/bridge/Kconfig
PINCTRL_SUN8I_V3S,bool,drivers/pinctrl/sunxi/Kconfig
HOSTESS_SV11,tristate,drivers/net/wan/Kconfig
DPM_WATCHDOG_TIMEOUT,integer,kernel/power/Kconfig
KEYBOARD_MAX7359,tristate,drivers/input/keyboard/Kconfig
QCOM_CLK_APCC_MSM8996,tristate,drivers/clk/qcom/Kconfig
MFD_ROHM_BD71828,tristate,drivers/mfd/Kconfig
INFINIBAND_RTRS_CLIENT,tristate,drivers/infiniband/ulp/rtrs/Kconfig
CRYPTO_DEV_UX500,tristate,drivers/crypto/Kconfig
IR_SONY_DECODER,tristate,drivers/media/rc/Kconfig
CRYPTO_DEV_HIFN_795X_RNG,bool,drivers/crypto/Kconfig
NLS_CODEPAGE_852,tristate,fs/nls/Kconfig
TCG_TIS,tristate,drivers/char/tpm/Kconfig
TOUCHSCREEN_USB_IDEALTEK,bool,drivers/input/touchscreen/Kconfig
BACKLIGHT_OMAP1,tristate,drivers/video/backlight/Kconfig
VIDEO_PVRUSB2,tristate,drivers/media/usb/pvrusb2/Kconfig
SERIAL_XILINX_PS_UART,tristate,drivers/tty/serial/Kconfig
NET_DSA_TAG_KSZ,tristate,net/dsa/Kconfig
NETFILTER_XT_MATCH_COMMENT,tristate,net/netfilter/Kconfig
NFS_SWAP,bool,fs/nfs/Kconfig
SYSC_R8A7745,bool,drivers/soc/renesas/Kconfig
RTC_DRV_RK808,tristate,drivers/rtc/Kconfig
FB_SSD1307,tristate,drivers/video/fbdev/Kconfig
USB_ISP116X_HCD,tristate,drivers/usb/host/Kconfig
RANDOMIZE_KSTACK_OFFSET_DEFAULT,bool,arch/Kconfig
GENERIC_PTDUMP,bool,mm/Kconfig.debug
AMD_IOMMU_DEBUGFS,bool,drivers/iommu/amd/Kconfig
I2C_ISCH,tristate,drivers/i2c/busses/Kconfig
FB_IBM_GXT4500,tristate,drivers/video/fbdev/Kconfig
USB_NET_RNDIS_HOST,tristate,drivers/net/usb/Kconfig
NET,bool,net/Kconfig
SAMPLE_HW_BREAKPOINT,tristate,samples/Kconfig
ATARI_PARTITION,bool,block/partitions/Kconfig
TEST_DIV64,tristate,lib/Kconfig.debug
MS5611_I2C,tristate,drivers/iio/pressure/Kconfig
DRM_PANEL_NOVATEK_NT36672A,tristate,drivers/gpu/drm/panel/Kconfig
MTD_SPI_NOR_SWP_DISABLE_ON_VOLATILE,bool,drivers/mtd/spi-nor/Kconfig
SAMPLE_KRETPROBES,tristate,samples/Kconfig
SQUASHFS_FILE_DIRECT,bool,fs/squashfs/Kconfig
USB_OHCI_HCD_PCI,tristate,drivers/usb/host/Kconfig
SND_SOC_WM5100,tristate,sound/soc/codecs/Kconfig
SH_CPU_FREQ,tristate,drivers/cpufreq/Kconfig
PHY_LANTIQ_RCU_USB2,tristate,drivers/phy/lantiq/Kconfig
EDAC_PASEMI,tristate,drivers/edac/Kconfig
INPUT_EVDEV,tristate,drivers/input/Kconfig
COMMON_CLK_TI_ADPLL,tristate,drivers/clk/ti/Kconfig
ARM_PXA2xx_CPUFREQ,tristate,drivers/cpufreq/Kconfig.arm
FS_ENCRYPTION_ALGS,tristate,fs/crypto/Kconfig
INTEL_ISH_FIRMWARE_DOWNLOADER,tristate,drivers/hid/intel-ish-hid/Kconfig
SND_JACK,bool,sound/core/Kconfig
NOUVEAU_DEBUG_MMU,bool,drivers/gpu/drm/nouveau/Kconfig
LEDS_SGM3140,tristate,drivers/leds/Kconfig
AD5933,tristate,drivers/staging/iio/impedance-analyzer/Kconfig
SND_AD1848,tristate,sound/isa/Kconfig
MTD_RBTX4939,tristate,drivers/mtd/maps/Kconfig
INTERCONNECT_IMX8MN,tristate,drivers/interconnect/imx/Kconfig
DDR,bool,drivers/memory/Kconfig
COMMON_CLK_SCPI,tristate,drivers/clk/Kconfig
IDEAPAD_LAPTOP,tristate,drivers/platform/x86/Kconfig
CC_HAS_AUTO_VAR_INIT_PATTERN,bool,security/Kconfig.hardening
SECURITY_PATH,bool,security/Kconfig
THUNDERX2_PMU,tristate,drivers/perf/Kconfig
DRM_CDNS_MHDP8546,tristate,drivers/gpu/drm/bridge/cadence/Kconfig
SND_SOC_CX2072X,tristate,sound/soc/codecs/Kconfig
PCIE_BUS_TUNE_OFF,bool,drivers/pci/Kconfig
NET_IFE_SKBMARK,tristate,net/sched/Kconfig
PINCTRL_DA9062,tristate,drivers/pinctrl/Kconfig
NETFILTER_XT_TARGET_TCPMSS,tristate,net/netfilter/Kconfig
FB_TFT_SSD1351,tristate,drivers/staging/fbtft/Kconfig
KCOV_IRQ_AREA_SIZE,hex,lib/Kconfig.debug
VIDEO_XILINX_CSI2RXSS,tristate,drivers/media/platform/xilinx/Kconfig
USB_OHCI_HCD_SPEAR,tristate,drivers/usb/host/Kconfig
B43LEGACY_DMA,bool,drivers/net/wireless/broadcom/b43legacy/Kconfig
MTD_NAND_DISKONCHIP_BBTWRITE,bool,drivers/mtd/nand/raw/Kconfig
LIDAR_LITE_V2,tristate,drivers/iio/proximity/Kconfig
BMP280_SPI,tristate,drivers/iio/pressure/Kconfig
SC_GCC_7280,tristate,drivers/clk/qcom/Kconfig
MOXART_WDT,tristate,drivers/watchdog/Kconfig
MTD_NAND_AMS_DELTA,tristate,drivers/mtd/nand/raw/Kconfig
NCSI_OEM_CMD_GET_MAC,bool,net/ncsi/Kconfig
ACPI_SLEEP,bool,drivers/acpi/Kconfig
EXT2_FS,tristate,fs/ext2/Kconfig
REGULATOR_TPS65132,tristate,drivers/regulator/Kconfig
TOUCHSCREEN_AR1021_I2C,tristate,drivers/input/touchscreen/Kconfig
EXYNOS_IOMMU_DEBUG,bool,drivers/iommu/Kconfig
CRYPTO_SHA1_PPC,tristate,crypto/Kconfig
MAC80211_DEBUG_COUNTERS,bool,net/mac80211/Kconfig
REGULATOR_VIRTUAL_CONSUMER,tristate,drivers/regulator/Kconfig
GPIO_OMAP,tristate,drivers/gpio/Kconfig
NETFILTER_XT_MATCH_DSCP,tristate,net/netfilter/Kconfig
CRYPTO_WP512,tristate,crypto/Kconfig
CRYPTO_DEV_FSL_CAAM_RINGSIZE,integer,drivers/crypto/caam/Kconfig
CFAG12864B_RATE,integer,drivers/auxdisplay/Kconfig
MESON_GXL_PHY,tristate,drivers/net/phy/Kconfig
C2PORT_DURAMAR_2150,tristate,drivers/misc/c2port/Kconfig
SND_SOC_SMARTQ,tristate,sound/soc/samsung/Kconfig
GPIO_HLWD,tristate,drivers/gpio/Kconfig
TEST_LIVEPATCH,tristate,lib/Kconfig.debug
SND_SUN4I_I2S,tristate,sound/soc/sunxi/Kconfig
STMPE_SPI,bool,drivers/mfd/Kconfig
CHARLCD_BL_FLASH,bool,drivers/auxdisplay/Kconfig
RADIO_RTRACK2_PORT,hex,drivers/media/radio/Kconfig
SND_SOC_WM9090,tristate,sound/soc/codecs/Kconfig
VIRTIO_DMA_SHARED_BUFFER,tristate,drivers/virtio/Kconfig
HID_DRAGONRISE,tristate,drivers/hid/Kconfig
BCMA_DRIVER_MIPS,bool,drivers/bcma/Kconfig
X86_ESPFIX64,bool,arch/x86/Kconfig
CAN_MSCAN,tristate,drivers/net/can/mscan/Kconfig
DWMAC_SOCFPGA,tristate,drivers/net/ethernet/stmicro/stmmac/Kconfig
FEC,tristate,drivers/net/ethernet/freescale/Kconfig
CRYPTO_LIB_BLAKE2S_GENERIC,tristate,lib/crypto/Kconfig
SND_SPEAR_SPDIF_OUT,tristate,sound/soc/spear/Kconfig
CDROM_PKTCDVD_WCACHE,bool,drivers/block/Kconfig
NETFILTER_XT_MATCH_CONNTRACK,tristate,net/netfilter/Kconfig
DRM_PANEL_SAMSUNG_S6E63M0,tristate,drivers/gpu/drm/panel/Kconfig
GPIO_RDC321X,tristate,drivers/gpio/Kconfig
PINCTRL_ARMADA_375,bool,drivers/pinctrl/mvebu/Kconfig
SERIAL_SA1100,bool,drivers/tty/serial/Kconfig
SERIAL_KGDB_NMI,bool,drivers/tty/serial/Kconfig
DRM_MSM_DSI_10NM_PHY,bool,drivers/gpu/drm/msm/Kconfig
VMIVME_7805,tristate,drivers/vme/boards/Kconfig
COMEDI_ADQ12B,tristate,drivers/comedi/Kconfig
VIDEO_BT848,tristate,drivers/media/pci/bt8xx/Kconfig
BLOCK_COMPAT,bool,block/Kconfig
ARM_ARCH_TIMER_EVTSTREAM,bool,drivers/clocksource/Kconfig
ITCO_WDT,tristate,drivers/watchdog/Kconfig
AMD_XGBE_DCB,bool,drivers/net/ethernet/amd/Kconfig
RAPIDIO_ENABLE_RX_TX_PORTS,bool,drivers/rapidio/Kconfig
AT91_SOC_ID,bool,drivers/soc/atmel/Kconfig
GPIO_STA2X11,bool,drivers/gpio/Kconfig
VIDEO_ADV748X,tristate,drivers/media/i2c/Kconfig
GELIC_WIRELESS,bool,drivers/net/ethernet/toshiba/Kconfig
COMEDI_NI_LABPC,tristate,drivers/comedi/Kconfig
IR_IGUANA,tristate,drivers/media/rc/Kconfig
BLK_DEV_FALCON_IDE,tristate,drivers/ide/Kconfig
WANT_COMPAT_NETLINK_MESSAGES,bool,net/Kconfig
PHY_CADENCE_DPHY,tristate,drivers/phy/cadence/Kconfig
CHARGER_LP8788,tristate,drivers/power/supply/Kconfig
DEVFREQ_EVENT_EXYNOS_NOCP,tristate,drivers/devfreq/event/Kconfig
NETFILTER_XT_MATCH_RATEEST,tristate,net/netfilter/Kconfig
PWRSEQ_SIMPLE,tristate,drivers/mmc/core/Kconfig
SPI_LOOPBACK_TEST,tristate,drivers/spi/Kconfig
FW_LOADER_USER_HELPER,bool,drivers/base/firmware_loader/Kconfig
RTC_DRV_ST_LPC,tristate,drivers/rtc/Kconfig
SND_ALOOP,tristate,sound/drivers/Kconfig
ATH9K_STATION_STATISTICS,bool,drivers/net/wireless/ath/ath9k/Kconfig
LTO_CLANG,bool,arch/Kconfig
CLK_R8A77995,bool,drivers/clk/renesas/Kconfig
USB_KBD,tristate,drivers/hid/usbhid/Kconfig
UP_LATE_INIT,bool,arch/x86/Kconfig
HPFS_FS,tristate,fs/hpfs/Kconfig
SND_AUDIO_GRAPH_CARD,tristate,sound/soc/generic/Kconfig
VIDEO_APTINA_PLL,tristate,drivers/media/i2c/Kconfig
GPIO_MAX732X_IRQ,bool,drivers/gpio/Kconfig
PINMUX,bool,drivers/pinctrl/Kconfig
USB_LD,tristate,drivers/usb/misc/Kconfig
